"","x"
"1",3.5
"2",4.5
"3",4.5
"4",4
"5",4.5
"6",4
"7",3
"8",4.5
"9",3.5
"10",3.5
"11",4
"12",4.5
"13",4
"14",3.5
"15",4
"16",3.5
"17",4
"18",4
"19",5
"20",3.5
"21",4
"22",3.5
"23",3.5
"24",4.5
"25",2.5
"26",2.5
"27",3.5
"28",3.5
"29",4
"30",4.5
"31",4
"32",1.5
"33",4
"34",4
"35",3.5
"36",3.5
"37",4
"38",3
"39",4
"40",4.5
"41",5
"42",3.5
"43",4.5
"44",4
"45",4.5
"46",2.5
"47",4.5
"48",4.5
"49",3.5
"50",4
"51",4
"52",3.5
"53",4.5
"54",3
"55",2.5
"56",3.5
"57",3.5
"58",4
"59",4
"60",4
"61",3
"62",4
"63",4
"64",3.5
"65",4
"66",3.5
"67",4.5
"68",4.5
"69",3.5
"70",3
"71",4.5
"72",2.5
"73",5
"74",4
"75",4
"76",4
"77",3.5
"78",3
"79",3.5
"80",4
"81",5
"82",4.5
"83",4.5
"84",3.5
"85",4
"86",5
"87",3
"88",2.5
"89",4
"90",3.5
"91",4
"92",5
"93",4
"94",3.5
"95",4
"96",4
"97",3.5
"98",3
"99",3
"100",4.5
"101",3.5
"102",4
"103",4
"104",4
"105",4
"106",3
"107",4
"108",4.5
"109",3.5
"110",3.5
"111",4.5
"112",3
"113",4.5
"114",4
"115",3.5
"116",4
"117",4.5
"118",4
"119",2
"120",2.5
"121",3
"122",4
"123",4.5
"124",4
"125",3
"126",5
"127",3.5
"128",4
"129",3.5
"130",3.5
"131",4
"132",4
"133",4
"134",3.5
"135",2.5
"136",3
"137",4.5
"138",4
"139",3.5
"140",4
"141",4
"142",4.5
"143",3.5
"144",3
"145",4
"146",3.5
"147",4
"148",3.5
"149",3
"150",2.5
"151",3.5
"152",4.5
"153",4
"154",3.5
"155",3
"156",3.5
"157",3.5
"158",4
"159",3.5
"160",3.5
"161",4
"162",3.5
"163",4.5
"164",4
"165",2.5
"166",5
"167",3.5
"168",4
"169",3.5
"170",4
"171",2.5
"172",4.5
"173",3
"174",4
"175",4
"176",3.5
"177",4.5
"178",3
"179",4
"180",4
"181",4
"182",3.5
"183",3.5
"184",3.5
"185",4.5
"186",4.5
"187",3.5
"188",2.5
"189",3
"190",3
"191",3.5
"192",2.5
"193",3.5
"194",3.5
"195",4
"196",4
"197",4.5
"198",3
"199",3.5
"200",3.5
"201",3.5
"202",2.5
"203",4
"204",3.5
"205",4
"206",3.5
"207",2.5
"208",4
"209",3.5
"210",4.5
"211",3
"212",3.5
"213",4
"214",3.5
"215",3.5
"216",3
"217",4
"218",3.5
"219",3.5
"220",4.5
"221",3.5
"222",4
"223",4.5
"224",3.5
"225",4
"226",4
"227",4.5
"228",4.5
"229",4
"230",4.5
"231",4
"232",4
"233",3
"234",4.5
"235",4
"236",5
"237",4
"238",2.5
"239",4.5
"240",3.5
"241",4
"242",4
"243",4
"244",3
"245",4.5
"246",4
"247",4
"248",4
"249",3.5
"250",3.5
"251",3.5
"252",3.5
"253",4.5
"254",4
"255",3.5
"256",4.5
"257",2
"258",4
"259",3.5
"260",4.5
"261",4.5
"262",3.5
"263",4.5
"264",4.5
"265",4
"266",2.5
"267",4.5
"268",3.5
"269",4
"270",3
"271",4.5
"272",4
"273",5
"274",3.5
"275",3
"276",4
"277",2
"278",4.5
"279",4.5
"280",2
"281",3.5
"282",3.5
"283",4
"284",4.5
"285",4.5
"286",4
"287",3.5
"288",4
"289",4
"290",4
"291",4
"292",3.5
"293",4
"294",3.5
"295",4
"296",4.5
"297",4
"298",4.5
"299",4
"300",4
"301",3
"302",4.5
"303",2.5
"304",4
"305",4
"306",4
"307",4
"308",4
"309",2.5
"310",3.5
"311",4
"312",4.5
"313",4
"314",3.5
"315",3.5
"316",4.5
"317",4.5
"318",4
"319",3.5
"320",3.5
"321",4
"322",3.5
"323",4
"324",4
"325",4
"326",4
"327",3.5
"328",2.5
"329",3.5
"330",4.5
"331",3.5
"332",3.5
"333",4
"334",4.5
"335",3
"336",3.5
"337",4
"338",4.5
"339",3.5
"340",4.5
"341",4
"342",3.5
"343",4
"344",3.5
"345",2
"346",2
"347",2.5
"348",4.5
"349",3.5
"350",4.5
"351",3
